hospital_name,name,rating,review
Siloam Hospitals Semarang,Vincentius Vincent,1.0,(Translated by Google) The officer who makes the antigen doesn't focus on doing other work (Original) Petugas yang buat antigen gak fokus ngerjain kerjaan yang lain
Siloam Hospitals Semarang,evita christy,5.0,(Translated by Google) Good service(Original)Pelayananya bagus
Siloam Hospitals Semarang,Michael Arthur,1.0,"(Translated by Google) Siloam is the longest, queued for more than 3 hours for PCR... (Original) Siloam paling lama , Ngantri 3 jam lebih buat PCR ..."
Siloam Hospitals Semarang,Venny Arviana,1.0,(Translated by Google) It's really hard to contact by phone. Tried many times but no one picked it up. It's even been a different day. (Original) Susah banget mau kontak by phone. Dicoba berkali2 tetep tidak ada yg angkat. Bahkan sudah beda hari pun.
Siloam Hospitals Semarang,J Wang,5.0,"(Translated by Google) The service is friendly, parking is comfortable ... I like ... suwun hospital, Siloam Hospital Semarang ... (Original) Pelayanan nya ramah, parkir luas nyaman... saya suka ..matur suwun RS.Siloam Semarang..."
Siloam Hospitals Semarang,Nantoyo bralink,5.0,(Translated by Google) the service is fast and the officers are friendly (Original) pelayanannya cepat dan petugasnya ramah
Siloam Hospitals Semarang,yudhi rachmat,1.0,(Translated by Google) There is but it's fake.. #kenaprank #prank (Original) Ada tp boong.. #kenaprank #prank
Primaya Hospital Semarang,Susan Manik,5.0,Here you go 😍
Primaya Hospital Semarang,Nestiti Ambar,5.0,Nice
Primaya Hospital Semarang,ade sumari,5.0,Emergency Situation
Primaya Hospital Semarang,Dessy Meilina,5.0,"(Translated by Google) My experience when treated in this hospital. Very satisfying service. The nurse is patient and painstaking in handling patients. When you enter the ER, you are immediately handled because you have an appointment, so it's faster for administrative processes, etc. The doctor and nurse are friendly. The waiting time from the ER to the room is not long. Less than 1 hour (while waiting for the room to be ready I had to do the MCU). I occupied a suite. With the validity of 1 patient bed, 1 sofabed (could be a sofa can be used as a mattress), 1 small refrigerator, 1 cabinet, 1 toilet with hot and cold water, 1 AC, 1 television, and WIFI. every nurse in the room was very communicative. Delivering the drugs to be injected and their uses. Always ask about complaints that are still felt as material for observation. Every time I pressed the bell the nurse immediately responded to the room. Like the infusion runs out, the injection part of the infusion when the medicine is entered is sick. Etc. In my experience, when I was given a rather concentrated drug through an IV in the middle of the night. I was in pain and immediately called the nurse. The nurse immediately came and comforted me, until I fell asleep. The nurse is always around while controlling the infusion whether or not it should be changed while the patient is sleeping. Likewise, doctors are very communicative and friendly to patients and families. The food at Primaya Hospital is different from the food at other hospitals. More variety and tastier. As we know, hospital food is usually not delicious, but this is different. PRIMAYA Hospital provides several menu options, we can choose which food menu we want. And here we get food rations for the patient waitstaff. I ordered a sandwich yesterday HAHA. That's a menu for those waiting for patients but I was allowed by the nutritionist to order the menu. Each meal gets 1 fruit menu and 2 snacks. Thank you, Sister Viki, whose house is Wonosobo ❤️ - I hope you don't get the name wrong, hehehe so much, Thank you (Original) Pengalaman saya ketika dirawat di RS ini. Sangat memuaskan pelayanannya. Susternya sabar dan telaten menangani pasien. Ketika masuk ke IGD langsung di tangani karena sudah janjian jadi lebih cepat untuk proses administrasi dll. Dokter dan susternya ramahh. Waktu tunggu dari IGD ke ruangan tidak lama. Kurang dari 1 jam (sambil nunggu ruangan siap saya harus melakukan MCU). Saya menempati ruangan suite. Dengan valilitas 1 tempat tidur pasien, 1 sofabed (bisa jadi sofa bisa jd kasur), 1 kulkas kecil, 1 kabinet, 1 toilet dengan air panas dan dingin, 1 AC, 1 televisi, dan WIFI. setiap suster di ruangan sangat komunikatif. Menyampaikan obat yg akan disuntikan dan keguanaannya. Selalu menanyakan mengenai keluhan yg masih dirasakan sbg bahan observasi. Setiap saya memencet bel suster langsung tanggap mendatangi ruangan. Seperti infus habis, bagian suntikan infus saat dimasuki obat sakit. Dll. Sepengalaman saya, saat saya diberi obat agak pekat melalui infus di tengah malam. Saya kesakitan langsung memanggil suster. Suster langsung datang sambil menenangkan saya, sampai saya tertidur. Suster selalu keliling sambil mengontrol infus apakah masih atau sudah harus diganti ketika pasien tidur. Begitu pula dengan dokter yang sangat komunikatif dan ramah kepada pasien dan keluarga. Makanan di RS Primaya beda ya dari makanan RS lain. Lebih bervariasi dan lebih enak. Seperti yang kita tahu kalau biasanya makanan RS ga enak, tapi ini beda. RS PRIMAYA memberi beberapa pilihan menu, Kita bisa memilih menu makanan yg mana yg kita mau. Dan disini kami mendapat jatah makan untuk penunggu pasien. Saya kemarin pesan sandwich HAHA. Itu menu untuk yg nunggu pasien tapi saya di izinkan oleh bagian ahli gizi untuk pesan menu tsb. Setiap makan mendapat 1 menu buah dan 2 snack. Terima kasih suster viki yang rumahnya wonosobo ❤️ - semoga tidak salah nama yaa hehehe Sekian, Terima kasih."
Primaya Hospital Semarang,THE NXT,5.0,"(Translated by Google) Okay guys, so I will review according to what I experienced (personally). This Rs includes new, around August 2021 it seems. So the building is new. The form of the building is simple, if it's big, it's not. Condition is still clean. And zero covid patients (as of the date I reviewed) modern tools, there is a canteen too, insurance here is available except BPJS as far as I know it's not working here (information as of today from the nurse) Remember the health protocol, guys, greetings, always healthy and always successful, hopefully This pandemic will be over soon (Original) Oke gais , jd sy akan review sesuai yg saya alami ya (pribadi) . Rs ini termasuk baru , sekitar agustus taun 2021 sepertinya. Jadi bangunan nya baru. Bentuk bangunan simple kalau di kata besar ya nggak juga. Kondisi masih bersih . Dan Nol pasien covid (per tanggal saya review) alat alat modern , ada kantin juga , asuransi disini sudah bisa kecuali BPJS setau saya belum jalan disini (info per hari ini dari pihak susternya) ingatlah protokol kesehatan ya gaes salam sehat selalu dan sukses selaluu semoga pandemi ini segera selesai"
Primaya Hospital Semarang,Lutfiyah,5.0,"(Translated by Google) Hospital taste hotel The experience of giving birth here is a pleasure. Because the service from the beginning of entering the ER until the time to go home was very good and satisfying, the doctors, nurses, midwives, admin staff and other staff were very friendly. If you use class 2 insurance, you can get a promotion to upgrade to a suite class, thank God. The hospital is clean, spacious, the food menu for patients also tastes good. Success, keep going and hopefully always survive with the best service. Thank you Primaya Hospital 😊 (Original) Rumah sakit rasa hotel 😁 Pengalman melahirkan disini seneng bgt. Krn pelayanannya dr awal masuk IGD smpai tiba wktnya pulang kerumh sangat baik dan memuaskan, dokter perawat bidan staf adm dan staf lainnya sangat ramah. Pakai asuransi kelas 2 dpt promo naik ke kelas suite, alhmdulillah rejeki. Rumah sakitnya bersih, luas, menu makanan untuk pasien juga rasanya enak. Sukses, maju terus dan semoga selalu bertahan dgn pelayanan terbaiknya. Terima kasih primaya hospital 😊"
Primaya Hospital Semarang,Melanie Winoto,5.0,"(Translated by Google) Been here to check and consul to the orthopedic clinic.. Primaya hospital is okay. Spacious motorbike parking The registration section of the staff is friendly, The hospital is so clean Strict process Still rarely queue so it's really fast. There is still a discount for the doctor's consultation fee.. Because it's still in the framework of opening Primaya Hospital has cooperated with many insurances And is in the process of cooperating with BPJS. Thankyouu Primaya (Original) Sempet kesini untuk periksa dan konsul ke klinik orthopedi.. Primaya hospital ini oke. Parkiran mobil motor luas Bagian registrasi nya staff nya ramah, RS nya so clean Prokes ketat Masih jarang antrian jadi cepet banget. Masih ada diskon untuk biaya konsultasi dokter nya.. Karena masih dalam rangka opening RS Primaya sudah cooperate dengan banyak asuransi Dan sedang proses untuk cooperate dengan BPJS. Thankyouu Primaya 😀😉"
Primaya Hospital Semarang,Sekar Loppolo,5.0,"(Translated by Google) Alhamdulillah, it was an experience for my grandmother, me & my family. PRIMAYA HOSPITAL really guarantees the comfort of patients and their families, from a clean outside place, the facilities are said to be the most complete & guaranteed 🙏🏻 even though it is class 3 (BPJS) but it is guaranteed to be luxurious & clean. The food is also delicious, not bland & the place is neat and clean. Starting from nurses, employees, doctors, all of them are friendly, Superr is kind, patient & carries out their duties well, I am very grateful for Primaya Hospital, my grandmother recovered & is very happy with the service, I hope Primaya Hospital will be more successful & many will like it. Hopefully the quality and others others stay the same. Don't let it decrease 🙏🏻👍 (Original) Alhamdulillah menjadi suatu pengalaman untuk nenek saya ,saya & beserta keluarga . PRIMAYA HOSPITAL benar-benar menjamin kenyamanan pasien & keluarga pasien ,dari tempatnya yg bersih luar ,vasilitas dibilang paling komplit & terjamin🙏🏻 meskipun kelas 3 (BPJS) tapi sudah sangat terjamin mewah & bersih . Makanan nya pun enakk tidak hambar & tempatnya rapi bersih . Mulai dari perawat ,pegawai ,dokter semuanya ramahhh Superr baikk sabarr & menjalankan tugas nya dengan baik ,saya sangat bertrimakasi berkat primaya hospital nenek saya sembuh & sangat senang dg pelayanannya ,semoga Primaya hospital semakin maju jaya & banyak yg suka .semoga kualitas dan lain-lain tetap terjaga sama .jangan sampai berkurang 🙏🏻👍"
Primaya Hospital Semarang,Adi Rohmanto,5.0,"(Translated by Google) Just yesterday gave birth to her first child in this hospital. The service is super good. All smiley and friendly. Clean all the rooms. The best service in our opinion Success and success always. My home is my heaven, this time Primaya hospital is heaven for all of us.😍 (Original) Baru kemaren melahirkan anak pertama di RS ini. Pelayananya super bagus. Semuanya murah senyum dan ramah. Bersih semua ruanganya. Pelayanan terbaik menurut kami Sukses dan jaya selalu. Rumahku surgaku, klo ini Rumah sakit primaya surganya kita semua.😍"
Primaya Hospital Semarang,Bintang Maulana Zakariya,5.0,"(Translated by Google) July, 2021 Here for you The progress of the construction of Primaya Hospital Semarang with the concept of local culture in Semarang, Central Java, in collaboration with the concept of a modern hospital. (Original) Juli, 2021 Here for you Progress pembangunan Primaya Hospital Semarang yang berkonsep local culture Semarang Jawa Tengah yang dikolaborasikan dengan konsep rumah sakit modern."
Primaya Hospital Semarang,Rohmad Fajar Eko Wibowo,5.0,"(Translated by Google) Amazing, paying for a Class II room was given a SUITE room. admin, midwives, doctors and nurses are very friendly and sincere full of responsibility. may Allah reward you well, may Allah repay your kindness.. (Original) Luar biasa, bayar kamar Kelas II dikasih kamar SUITE. admin, bidan, dokter serta perawatnya sangat ramah dan ikhlas penuh tanggung jawab.. lahiran anak kedua disini sangat terkesan, karena lahiran anak pertama di RS legendaris di Semarang pun sangat jauh dalam segi pelayanannya. may Allah reward you well, semoga Tuhan membalas kebaikan kalian.."
Primaya Hospital Semarang,Gita Ayu,5.0,"(Translated by Google) Great.. The hospital is comfortable, parking is spacious, the staff are friendly and very helpful.. the food menu is varied, top👍 (Original) Mantap.. RS nyaman, parkir luas, petugasnya ramah2 dan sgt membantu.. menu makanannya variatif, top👍"
Primaya Hospital Semarang,Riza Miftahu,5.0,"(Translated by Google) The service here is very satisfying, all the staff are friendly, the rooms are also very comfortable. So, even though we're sick, it feels like we're still on a gas staycation. The food is also very varied, the menu is always different every day, so you don't get bored. The best, really, really 👍🏻 (Original) Pelayanan disini sangat memuaskan, semua petugasnya ramah ramah, kamarnya juga nyaman banget. Jadi, walaupun kita sakit, tapi kek serasa lagi staycation gasi. Makanannya juga sangat variatif, tiap hari selalu berbeda menunya, jadi ga bosen deh. The best banget pokokenya mah👍🏻"
Primaya Hospital Semarang,Arsita ta,5.0,"(Translated by Google) The hospital is new, but the service is satisfactory. The staff is friendly and informative. The food is also varied and delicious, especially for sick people according to their diet. steady! (Original) Rumah sakitnya baru, tp pelayanannya memuaskan. Petugas ramah dan informatif. Makananya juga variatif dan enak, khususnya untuk org sakit sesuai dgn dietnya. mantap!"
Primaya Hospital Semarang,Kurnia Ningsih,5.0,"(Translated by Google) A new hospital in the Kedungmundu area, so it's closer if you want treatment... the service is good, the staff and doctors are also friendly 👍 (Original) RS baru di wilayah Kedungmundu, jadi semakin dekat jika ingin berobat.. pelayanannya baik, petugas dan dokternya juga ramah2 👍"
Primaya Hospital Semarang,ratih wahyuning,5.0,"(Translated by Google) The hospital is very clean. Have collaborated with many insurances, so it's very easy (Original) Rumah sakit sangat bersih. Sudah bekerjasama dgn banyak asuransi jd mempermudah sekali ✨"
Primaya Hospital Semarang,Tyas PH,5.0,"(Translated by Google) The hospital is very clean and nice. Very satisfied with the service of all hospital staff, everything was conveyed clearly 👍 (Original) Rumah sakit sangat bersih dan bagus. Sangat puas dengan pelayanan seluruh petugas rumah sakit, semua disampaikan dengan jelas 👍"
Primaya Hospital Semarang,Desi Wisma,4.0,"(Translated by Google) Clean comfortable. friendly service. it's just that it's still a bit slow and the wait is long, even though there is no queue. maybe because it's still new (Original) Bersih nyaman.pelayanan ramah.cuman masih agak lambat dan lama nunggunya, padahal tanpa antrian.mungkin karena masih baru ya 🙂"
Primaya Hospital Semarang,trah Tuti,2.0,"(Translated by Google) Got a dentist referral at Primaya Hospital which means the hospital is already a BPJS partner. And when the registration arrived, everyone was recorded waiting and hoping to get treatment from the dentist soon because I had been holding back a very painful toothache for a week but.... Ms. at the registration section said that the dentist has not partnered with BPJS and is advised to pay for it yourself, aka general. After all, every month you pay the bpjs, is it money or not.... When you use it, it doesn't seem like there's any benefit at all. What if the hospital is already a BPJS partner, the doctor is not a BPJS partner too? Really very disappointing☹️☹️ (Original) Dapat rujukan dokter gigi di rs primaya yg berati rs nya sdh rekanan bpjs. Dan sampailah dipendaftaran trus didata semua sdh menanti dan berharap segera dapet penanganan dokter gigi karena sdh seminggu nahan sakit gigi yg amat nyeri tapi.... Mbak bagian pendaftaran menyampaikan kalo dokter gigi nya blm rekanan dg bpjs trus disarankan membayar sendiri alias umum. Lha trus tiap bulan bayar bpjs itu apa gak duit to .... Pas meh dipakai kok kayak gak ada manfaate sama sekali. Emg kalo rumah sakitnya sdh rekanan bpjs dokternya tdk rekanan bpjs juga? Sungguh amat mengecewakan☹️☹️"
Primaya Hospital Semarang,Novi Tasari,5.0,"(Translated by Google) I have brought my child for treatment 2x to the ER at Primaya Hospital For fast and swift service. The employees are all friendly. Starting from the security on duty, doctors, nurses in the emergency room, the administrative staff, the pharmacy staff and the cashiers were friendly. And the implementation of the process is also quite strict (Original) Sudah 2x bawa anak berobat k IGD d Primaya Hospital Untuk pelayanan nya cepat dan sigap. Karyawan nya semua ramah. Mulai dari Sequrity yg berjaga, dokter, perawat d IGD, Staff administrasi ny, petugas farmasi dan kasir nya pun ramah Dan penerapan prokes ny juga cukup ketat"
Primaya Hospital Semarang,Lysa Amorita,5.0,"(Translated by Google) The hospital is the right choice for the birth of my 3rd child SC.. After being confused about where to give birth, finally found a hospital based on the recommendation of a friend who also just gave birth here.. Do not regret it anyway.. Really the service is okay, the place is clean, the food during hospitalization is also delicious.. (Original) Rumah sakit Pilihan yang tepat banget buat kelahiran sc anak ke 3 kuu.. Setelah sempat galau mau kelahiran sc dimana, akhirnya menemukan RS hasil dr rekomendasi temen yg juga baru aja lahiran disini.. Ga nyesel deh pokoknya.. Bener2 pelayanannya oke, tempatnya bersih, makanan selama rawat inap juga enak.."
Primaya Hospital Semarang,Dhiyya Putri,5.0,"(Translated by Google) A good hospital, friendly service, the nurses are fast, the food tastes good..the experience of being treated here, last August..not like in the hospital, you can use BPJS with a procedure that is not long-winded. Keep going Primaya Hospital.. (Original) Rumah sakit yang bagus, pelayanan ramah, suster2nya gercep, rasa makananny enak..pengalaman dirawat disini, Agustus kemarin..bagus tidak seperti di Rumah Sakit, bisa menggunakan BPJS dengan prosedur yang tidak bertele tele. Maju terus Primaya Hospital.."
Primaya Hospital Semarang,Dwi Hasiholan,5.0,"(Translated by Google) In the hospital, the most vital service is the nurse... who is with you 24 hours, taking care of us as patients, Thank you because the nurses here are still young, friendly, kind, patient, everyone... There is no old and fierce one (Original) Di rs pelayanan yg plg vital adlh perawatnya... yg nemenin 24jam, ngurus kita sbg pasien, Terimakasih krn perawatnya disini masih muda2, ramah, baik, sabar2 semua... Gk ada yg tua dan galak 😄"
Primaya Hospital Semarang,Resti Widya,2.0,"(Translated by Google) Inpatient and emergency care services are very good and satisfying, only for the registration section, it is very unprofessional if using BPJS is too complicated, you have followed using the general public, only a consul, without medicine, you just have to pay for administration, the wait is very long and the worker's nametag is reversed, the identity of the cashier of the registrant can't be known clearly, please repaired because it's been 2 times disappointing if it's not fixed immediately so we can upgrade to primaya center (Original) Pelayanan rawat inap dan UGD sangat bagus dan memuaskan cuma untuk bagian pendaftaran sangat tidak profesional jika menggunakan bpjs terlalu berbelit belit sudah mengikuti menggunakan umum hanya konsul saja tanpa obat tinggal membayar administrasi mengunggu sangat lama dan nametag pekerja dibalik tidak bisa diketahui identitas kasir pendaftar dengan jelas tolong diperbaiki karena sudah 2 kali mengecewakan kalau tidak segera dibenahi biar kita up ke primaya pusat"
Primaya Hospital Semarang,INDRA ALVIANTO,1.0,"(Translated by Google) Emergency and inpatient services are very good and satisfying, but the registration section is very unprofessional, it seems very slow to work if you use BPJS, it is very convoluted and takes a long time to follow in general, paying yourself is still taking a long time even though it's only a doctor's consul and without medicine, you just have to pay it still takes almost a long time to handle 45 minutes, all you have to do is pay for the services of the doctor and admin, the nametag registration section behind it cannot be clearly identified, the name of the admin who is serving, please fix it immediately because it's been like this 2 times, if it's not fixed immediately, let us follow up to primaya center 081215684737 (Original) Pelayanan UGD dan rawat Inap sangat bagus dan memuaskan tetapi bagian pendaftaran sangat tidak profesional terkesan sangat lambat kerjanya jika menggunakan bpjs sangat berbelit belit dan lama sudah mengikuti dengan umum bayar sendiri masih sjaa lama padahal cuman konsul dokter dan tanpa obat tinggal bayar masih saja lama penanganan hampir 45 menit hanha tinggal bayar jasa dokter dan admin bagian pendaftaran nametag dibalik tidak bisa diketahui jelas nama admin yg sedang melayani tolong segera diperbaiki karena sudah 2 kali seperti ini jika tidak segera diperbaiki biar kita followup ke primaya pusat 081215684737"
Primaya Hospital Semarang,Andrew Risakotta,5.0,"(Translated by Google) Ample parking space, very friendly security and registration officers help direct patients. The hospital is clean and has collaborated with BPJS Health. (Original) Tempat parkir luas, petugas security dan pendaftaran sangat ramah membantu mengarahkan pasien. Rumah sakitnya bersih dan sudah bekerjasama sama dgn BPJS Kesehatan."
Primaya Hospital Semarang,Inggriani Tirta,1.0,"(Translated by Google) The Pharmacy section is terrible… It turns out that the medicine is ready, but it's not called. After going forward to ask, it's actually ready and the reason is classic, waiting in line. The one before I went forward, it turned out that the medicine could be given. Maybe if we go to the drug taking section, we have to be active asking if the medication is ready or not. (Original) Bagian Farmasi parah… Ternyata obat sdh ready, tp ga dipanggil. Stlh maju utk tanya tnyata sdh ready dan alasannya klasik, nunggu antrean. Yg sblm sy maju tnyata bs dikasi obatnya. Mungkin klo kita menuju bagian pengambilan obat hrs aktif bertanya apakah obat sdh ready blm."
Primaya Hospital Semarang,Setyowati Dwi rahayu,5.0,"(Translated by Google) The hospital is clean, the service is friendly and fast, it's just that the waiting room at the registration counter seems lacking, but overall it's very satisfying. (Original) RS nya bersih, pelayanan ramah dan cepat, hanya saja ruang tunggu loket pendaftaran sepertinya kurang, tapi keselurunan sangat memuaskan."
Primaya Hospital Semarang,Rahma Meimona,3.0,"(Translated by Google) 3x control at Priyama, the oldest is the pol at the pharmacy, once waiting alone no one in line but the wait can take more than 1 hour, it seems that the process is first taken all the drugs are called one by one, the food that gets the queue number 1 feels really long, so no queue 2 and so on are immediately called smoothly, sometimes the ladies at the front also enter into concocting medicine, maybe there are still no employees or something, but the oath is taking too long, please fix it, if the whole place is clean, comfortable, the nurses are friendly, thank you (Original) 3x kontrol di priyama, paling luama pol di farmasinya, pernah nunggu seorang diri gak ada yg ngantri tp nunggu bisa sampe 1 jam lebih, kayaknya prosesnya obat diambilin dulu semua baru dipanggil satu2, makannya yang dpt no antri 1 ngerasa lama bgt, begitu no antri 2 dan seterusnya langsung di panggil lancar, kadang juga mbak2 di depan ikut masuk kedalam ngeracik obat, apa mungkin msh kurang karyawan atau apa, tp sumpah lama bgt, mohon diperbaiki yaaa, kalau keseluruhan tempat bersih nyaman, suster ramah2, makasih"
Primaya Hospital Semarang,fhendi D,1.0,"(Translated by Google) The place is nice, clean, the employees are friendly, suitable for those who are sick, not in a hurry, not too sick, those who have a bit of a long relaxing time, but for those whose pain is unbearable, it's not recommended here, the handling is long, the queues are long, especially the pharmacy, even though not a powder drug, just take it for up to 2 hours. 🙏 (Original) Tempatnya bagus, bersih, pegawainya ramah, cocok buat yg sakitnya nggak buru2 , nggk terlalu sakit, yg punya waktu santai agak panjang, tp buat yg sakitnya nggk tertahankan, tidak d rekomendasikan ke sini y, penangananya lama, antrianya lama, apalagi farmasinya , padahal bukan obat puyer tinggal ambil aja sampe 2 jam. 🙏"
Primaya Hospital Semarang,Budi Nurcahyono,3.0,"(Translated by Google) Good service in the polyclinic, which is a shame when taking medicine at the pharmacy is not good, the service is luuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu! (Original) Pelayanan bagus dibagian polikiliniknya yang sangat disayangkan pengambilan obat di farmasi kurang baik pelayanannya luuuuuuuuuuuuuaaaaaaaaaamaaaaaa banget pengambilan obat sampai 3 jam lebih,,tolong dibenahi dibagian farmasinya pelayanan biar bisa lebih cepat,,terima kasih"
Primaya Hospital Semarang,alfarezel Ardan,5.0,"(Translated by Google) I am a poly patient using BPJS service from security guards, front office, nurses, excellent pharmacy service, the doctor is pleasant to consult with, the place is clean and cold, hopefully the quality of service will continue to be maintained. (Original) Saya pasien poly pake bpjs pelayanan dari satpam ,Front office,perawat ,farmasi service excelent ,dokternya enak diajak konsul,tmpatnya bersih dingin,semoga mutu pelayananya terus terjaga."
Primaya Hospital Semarang,choni utami,1.0,"(Translated by Google) I'm very sorry, I gave a little branch because I queued at the pharmacy to take medicine for 2 hours.. only to take medicine.. please fix it.. many patients who complain when the hospital is in a quiet position.. (Original) Mohon maaf sekali sy kasi Ranting sedikit krn antri di farmasi utk ambil obat slama 2 jam..hny utk ambil obat..tolong diperbaiki..byk pasien yg mengeluh pdhl RS posisinya sepi.."
Primaya Hospital Semarang,yulia latifah,5.0,"(Translated by Google) Very happy to have treatment at Primaya Hospital smrg, the health team here is friendly and agile.. very satisfied.. Hopefully Primaya Hospital is getting ahead 👍 (Original) Senang sekali berobat primaya hospital smrg, tim kesehatan disini ramah dan cekatan.. sangat puas.. mudah2an primaya hospital semakin maju 👍"
Primaya Hospital Semarang,Nilam Dyah Nurluna,5.0,"(Translated by Google) Good afternoon.. may I ask if you have a pregnancy check every month.. how much does it cost.. and which number to call? Thank you, hope you answer (Original) Selamat sore..boleh tanya kalau periksa kehamilan setiap bulan.. untuk biaya nya berapa ya..dan harus menghubungi ke nomor mana.? Terimakasih semoga dijawab"
Primaya Hospital Semarang,aulia dwita pangestika,5.0,"(Translated by Google) A new hospital near the house, clean, the service is good and friendly. Can you check using bpjs (Original) RS baru dekat rumah, bersih, pelayanannya baik dan ramah ramah. Sudah bisa periksa pakai bpjs"
Primaya Hospital Semarang,ranti randini,5.0,(Translated by Google) Thank you for caring for patients who never discriminate. Good service !! Hopefully it will be maintained. (Original) Terimakasih untuk kepedulian nya terhadap pasien yang tidak pernah membeda-bedakan. Good service !! Semoga dipertahankan.
Primaya Hospital Semarang,Rama Dani,1.0,"(Translated by Google) Bad service, unsatisfactory Polll registration process takes a long time, the patient is seriously ill (Original) Pelayanan buruk, kurang memuaskan Proses pendaftaran lama polll, keburu sakit parah pasiennya"
Primaya Hospital Semarang,Ragamjasa Indah,3.0,"(Translated by Google) When we arrived, the female security guard forbade more than one delivery person and told us to wait outside. But finally got in. (Original) Saat datang, satpam perempuan melarang lebih dari satu orang pengantar dan menyuruh kami menunggu diluar. Tapi akhirnya bisa masuk."
Primaya Hospital Semarang,Ary Bow,5.0,"(Translated by Google) The security is friendly, the nurses are also agile in providing services. Is the best anyway (Original) Security nya ramah2 petawatnya juga cekatan dalam memberikan pelayanan. Is the besth pokoknya"
Primaya Hospital Semarang,Meidhyanti Dwita Rizky,5.0,"(Translated by Google) Clean , good and friendly service . Hopefully it continues like this and gets better (Original) Bersih , pelayanan baik dan ramah . Semoga terus seperti ini dan semakin lebih baik"
Primaya Hospital Semarang,Dana Putra123,5.0,"(Translated by Google) Good service, all staff are friendly, every corner of the hospital is very clean. (Original) Pelayanan bagus, semua petugas ramah, setiap sudut rumah sakit sangat bersih."
Primaya Hospital Semarang,Redha Wahyu Pradana,5.0,"(Translated by Google) The rs are good, really clean Never checked on his IGD and it's not complicated, thanks for the help! (Original) Rsnya bagus bersih bangett Peernah periksa di igd nya dan ga ribet makasiih bantuannya ya !"
Primaya Hospital Semarang,Arie Arifah,5.0,"(Translated by Google) Last week, Grandfather had surgery at Primaya Hospital, Semarang, the treatment was fast and very good. During the check-up and treatment there, all of them provided good and super friendly service. Starting from the registration officer, the nurses, the cleaning staff, the nutrition officer, security, and the doctor, they are also very good. The place is nice, clean, spacious too. And what I like about us as a family is that the grandparents' condition is explained, what the purpose of the action is, what the drugs will be given for what purpose, everything is explained in detail. And now grandparents are healthy, thank you Primaya Hospital Semarang. (Original) Minggu kemarin eyang habis operasi di RS Primaya Semarang, penangannya cepat dan bagus banget. Selama periksa dan menjalani perawatan disana semuanya memberikan pelayanan yang baik dan super ramah. Mulai dari petugas pendaftarannya, perawat-perawatnya, petugas yang bersih-bersih, petugas gizi, security, dan dokternya jg baik banget. Tempatnya bagus, bersih, luas juga. Dan yang aku suka kita sebagai keluarga benar-benar dijelasin kondisi eyang, tindakan yang mau dilakuin tujuannya untuk apa, obat-obat yang akan diberikan gunanya untuk apa, semuanya dijelaskan secara detail. Dan sekarang eyang sudah sehat, terimakasih RS Primaya Semarang."
Primaya Hospital Semarang,Muhammat Rohman,5.0,"(Translated by Google) THE NEW PRIMAYA HOSPITAL HOSPITAL HAS ARRIVED IN SEMARANG Timur, private sector The service is amazingly clean and the service is friendly and pleasant 🙏🙏🙏🙏 (Original) TELAH HADIR RS PRIMAYA HOSPITAL BARU DI semarang timur suwasta Pelayanan yg luar biasa bersih dan pelayanannya ramah dan menyenangkan 🙏🙏🙏🙏"
Primaya Hospital Semarang,Lendie Puspithani,5.0,"(Translated by Google) The service is EXCELLENT. Private hospitals in Semarang which always provide the best service, complete and integrated examinations and the totality of services make this hospital I always visit. Always success Primaya Hospital Semarang (Original) Pelayanannya sangat PRIMA. Rumah Sakit swasta di Semarang yang selalu memberikan pelayanan terbaik, pemeriksaan lengkap dan terpadu serta totalitas pelayanan menjadikan rumah sakit ini selalu saya kunjungi. Sukses selalu Primaya Hospital Semarang"
Primaya Hospital Semarang,ayulia wibawarsih,5.0,"(Translated by Google) Thank you Primaya Hospital, the service is very satisfying, the doctors and nurses are professional. The experience of entering the delivery room at Primaya is really impressive, especially since the midwives really care and maintain their services (Original) Terimakasih primaya hospital pelayanan sangat memuaskan bidan dokter dan perawatnya oke profesional. Pengalaman masuk kamar bersalin di primaya sungguh mengesankan apalagi bidannya sangat care tetap pertahankan pelayanannya"
Primaya Hospital Semarang,Fransisca Dyah,5.0,"(Translated by Google) The cleanest hospital I've ever visited and excellent service. Hopefully Primaya will be better known by all people, especially in the city of Semarang. (Original) Rumah sakit terbersih yg pernah saya kunjungi dan Service excellent. Semoga Primaya semakin dikenal yah oleh semua kalangan khususnya di kota Semarang."
Primaya Hospital Semarang,Nina Krismanita,5.0,(Translated by Google) Hospital service is very good and responsive In the morning the admin is on standby at the counter👍 (Original) Rumah sakit pelayanan sangat bagus dan cepat tanggap Pagi pagi admin sudah standby di counter👍
